          -4.53846          -5.42678         -0.976448          -9.37484
          0.240366          -2.11603         -0.135117           1.03376
         -0.756725          -6.41485           8.28103          0.769908
          -1.04996         -0.408717          -1.56914          -1.30472
          0.262455          -3.07234           1.14619         0.0346847
            1.7066          -1.57481           80.0991         -0.250097
            1.1058         -0.129644          -1.43727        -0.0925834
          -2.60823         -0.298449          0.610515          -4.06854
         -0.486212          -3.71021         0.0073626          0.357206
          -26.6483           7.60692           0.28134            2.6637
          0.315695          -0.18842           6.72966         -0.046183
           1.45899          0.496032          -2.43799         -0.483947
           1.41647          0.499842         -0.182979           5.27492
          -1.46118          0.263671        -0.0272454         0.0810005
           1.58434           -33.731          -19.9243          -1.64574
           1.38544         -0.109018          0.171709          -1.68932
        -0.0732141          -2.02882          -1.33944        -0.0679963
           -2.0802          -5.28174          0.110898         -0.986891
          0.462115           1.71932          -4.17556         -0.457086
         -0.321573         -0.565101         -0.873178         -0.573659
          0.164804         -0.289252          -2.57995          -435.855
          -2.10579         -0.644275          -5.52613           1.50379
            2.7421           1.34968          0.990938          -3.26558
           3.11142          0.414523          0.298072          -0.46848
         -0.109491          -4.35038            1.0604         -0.395654
         -0.455355          -3.75136          0.257229         -0.367561
          0.324318         -0.987348           1.39286          -5.04215
           1.12716           9.60946           -3.3032           5.17195
           1.62049           1.97747           2.32177         -0.460628
          0.154895         -0.125153          -0.48725         -0.902492
          -1.36337           0.51548         -0.100792          -1.25421
          0.886669           8.30975          0.151313          -2.50611
           3.94123          -6.46525         -0.559257          -1.90871
         -0.017015          -1.04826          0.604003         -0.414033
          0.327707          -2.25904         -0.683241          -1.29927
           1.78975         -0.645209           1.18154         -0.319135
          0.345898          0.271732         -0.134856          0.482914
          0.946151         -0.676985         0.0464777          0.690977
          -3.92529          0.698794          -19.4825         -0.646551
          0.822875          0.487251        -0.0757512          0.468015
         -0.991516           3.67232          0.247201          -2.27055
          0.978775          0.042259         -0.694348        0.00857969
         -0.057731          -3.71075          0.289269          -1.11942
         0.0751609          -1.89231         -0.887169          -11.1835
           -1.1395         -0.566948         -0.526987          -1.40492
         -0.268279          -0.47658            0.1693          -3310.24
          0.382628          0.736647           8.84264          -2.34308
          -24.1304           6.92081         -0.925302           11.6575
          -0.37098           1.27527          -1.13209         -0.223936
          0.681662          0.812148           4.46297          0.029811
          0.549274          -1.71989           1.25985           20.5941
          -16.3916           1.29348          0.631895          -2.09864
           -4.5189            1.4602          -3.61841          0.715339
          0.578741          -2.54244           1.02575          -0.72811
           1.46894           29.7576         0.0564382         0.0822705
         -0.692052           2.85161          0.454501         -0.110821
         -0.263126          -1.34712          -6.64156           1.09959
         0.0986639         -0.558779        -0.0464222          -39.5677
           2.61257        -0.0746405          0.113305          -3.02369
          0.769264           1.85972           0.03101         -0.748779
          -13.5577           1.87815          0.533787           1.45345
         -0.915798         -0.494688           1.44901          -1.53461
          -2.73282           0.72907          0.790214          0.195889
         -0.543446         -0.784175          0.726485         -0.516699
          -4.57729          0.126686         -0.240496         -0.723027
          -2.08113          -0.47193         -0.240295          -0.21673
         -0.485059           0.13438          -1.73761         -0.773703
         0.0775317           37.8681          -2.41205          -242.225
         -0.378027          -10.3486           1.22901           2.17407
          0.502356          -1.51401          -1.53682          -1.47526
        -0.0834265          0.761856          -7.00999         -0.669292
          0.212835          -1.93037           1.83435         -0.099415
         -0.676078          0.199846           11.1269          -1.22458
          -1.05192          0.625706           5.70579           3.86787
           1.13077           1.44297          -1.27074         -0.227796
          0.021412          0.351862         -0.736542           2.17173
