           1    0.506394    0.506394           0
           2    0.504443    0.505419 0.000689736
           3    0.508755    0.506531  0.00101769
           4    0.495046     0.50366  0.00260103
           5    0.496316    0.502191   0.0024608
           6    0.494172    0.500854  0.00238615
           7    0.519626    0.503536  0.00321668
           8    0.507667    0.504052  0.00285574
           9    0.499832    0.503583  0.00257665
          10    0.479892    0.501214  0.00322946
          11    0.487692    0.499985  0.00316118
          12    0.502079     0.50016  0.00290256
          13    0.504753    0.500513  0.00270071
          14      0.4978    0.500319  0.00251474
          15    0.496562    0.500069  0.00235953
          16    0.532399    0.502089  0.00295316
          17     0.49981    0.501955  0.00278248
          18    0.503297     0.50203   0.0026289
          19    0.509246     0.50241  0.00251782
          20    0.499007    0.502239  0.00239767
          21    0.501274    0.502193  0.00228394
          22    0.511763    0.502628  0.00222116
          23    0.486083    0.501909  0.00223805
          24    0.489628    0.501397  0.00220251
          25    0.503194    0.501469  0.00211559
          26     0.47795    0.500565   0.0022192
          27    0.496298    0.500407  0.00214263
          28    0.495048    0.500215  0.00207463
          29    0.499263    0.500182  0.00200335
          30    0.499007    0.500143  0.00193696
          31    0.490177    0.499822  0.00190097
          32    0.495444    0.499685  0.00184648
          33    0.501311    0.499734  0.00179118
          34    0.499129    0.499716  0.00173859
          35    0.516872    0.500207  0.00175665
          36    0.504343    0.500321  0.00171161
          37    0.503421    0.500405   0.0016674
          38    0.506827    0.500574  0.00163206
          39    0.495832    0.500453  0.00159474
          40    0.503214    0.500522  0.00155636
          41     0.51567    0.500891  0.00156164
          42    0.512824    0.501175  0.00155009
          43    0.508854    0.501354  0.00152429
          44     0.49667    0.501247  0.00149336
          45    0.490493    0.501008  0.00147917
          46    0.507583    0.501151   0.0014539
          47    0.503761    0.501207  0.00142403
          48    0.507306    0.501334  0.00140002
          49    0.494679    0.501198  0.00137802
          50    0.520449    0.501583  0.00140321
          51    0.501708    0.501586   0.0013757
          52    0.495162    0.501462  0.00135478
          53    0.493983    0.501321  0.00133655
          54    0.507425    0.501434  0.00131657
          55    0.496111    0.501337  0.00129618
          56    0.498803    0.501292  0.00127383
          57    0.518368    0.501591  0.00128622
          58    0.517566    0.501867   0.0012932
          59    0.503198    0.501889  0.00127148
          60    0.502031    0.501892  0.00125029
          61    0.510872    0.502039  0.00123843
          62    0.517007     0.50228  0.00124176
          63     0.50619    0.502342   0.0012236
          64    0.498222    0.502278  0.00120617
          65    0.508099    0.502368  0.00119094
          66    0.508603    0.502462  0.00117663
          67    0.510104    0.502576  0.00116459
          68    0.481282    0.502263  0.00118882
          69    0.492337    0.502119  0.00118026
          70    0.499207    0.502078  0.00116413
          71    0.501181    0.502065   0.0011478
          72    0.471235    0.501637   0.0012091
          73    0.498296    0.501591   0.0011934
          74    0.501568    0.501591  0.00117727
          75    0.503942    0.501622    0.001162
          76    0.492432    0.501501  0.00115298
          77    0.505474    0.501553  0.00113916
          78    0.511848    0.501685  0.00113218
          79    0.503865    0.501712  0.00111818
          80    0.516387    0.501896  0.00111915
          81    0.496154    0.501825  0.00110758
          82    0.481775     0.50158  0.00112073
          83    0.499685    0.501557  0.00110746
          84    0.486233    0.501375   0.0011092
          85    0.490011    0.501241  0.00110418
          86    0.497413    0.501197  0.00109224
          87    0.513333    0.501336  0.00108855
          88    0.505814    0.501387  0.00107737
          89    0.497363    0.501342  0.00106622
          90    0.503558    0.501367  0.00105465
          91    0.507477    0.501434   0.0010452
          92    0.492387    0.501335  0.00103845
          93    0.507029    0.501397  0.00102909
          94    0.498765    0.501369  0.00101852
          95    0.493712    0.501288  0.00101099
          96    0.500962    0.501285  0.00100046
          97    0.515827    0.501435  0.00100132
          98     0.48599    0.501277  0.00100343
          99    0.522354     0.50149  0.00101563
         100    0.496262    0.501438  0.00100681
         101    0.492683    0.501351  0.00100057
         102    0.498867    0.501327 0.000991057
         103    0.492879    0.501245 0.000984823
         104    0.512307    0.501351  0.00098108
         105    0.502378    0.501361 0.000971786
         106    0.482603    0.501184 0.000978598
         107    0.499965    0.501172 0.000969518
         108     0.48962    0.501065 0.000966424
         109    0.500915    0.501064 0.000957558
         110      0.5165    0.501204 0.000959081
         111    0.505182     0.50124  0.00095111
         112     0.49707    0.501203 0.000943346
         113    0.497503     0.50117 0.000935566
         114    0.514106    0.501284 0.000934216
         115    0.498287    0.501258 0.000926456
         116    0.471326       0.501 0.000953725
         117     0.49818    0.500975 0.000945878
         118    0.497983     0.50095 0.000938202
         119    0.511159    0.501036 0.000934231
         120    0.496943    0.501002 0.000927069
         121    0.503052    0.501019 0.000919562
         122    0.508107    0.501077 0.000913858
         123    0.504346    0.501103 0.000906814
         124    0.482072     0.50095 0.000912397
         125    0.512159     0.50104 0.000909494
         126    0.501889    0.501046 0.000902301
         127    0.506253    0.501087 0.000896127
         128    0.512798    0.501179 0.000893784
         129    0.516967    0.501301 0.000895195
         130    0.487824    0.501198 0.000894292
         131    0.511936     0.50128 0.000891214
         132    0.505095    0.501308 0.000884931
         133    0.504481    0.501332 0.000878599
         134    0.512764    0.501418 0.000876174
         135    0.498537    0.501396 0.000869944
         136    0.491414    0.501323 0.000866638
         137    0.486993    0.501218 0.000866601
         138    0.506813    0.501259 0.000861269
         139    0.493335    0.501202 0.000856957
         140    0.497894    0.501178 0.000851162
         141    0.504441    0.501201  0.00084544
         142     0.51585    0.501304 0.000845756
         143    0.493427    0.501249 0.000841634
         144    0.493193    0.501193 0.000837647
         145    0.500404    0.501188 0.000831887
         146    0.494679    0.501143 0.000827383
         147    0.495028    0.501102   0.0008228
         148    0.485952    0.500999 0.000823584
         149    0.500717    0.500998 0.000818059
         150    0.496798     0.50097 0.000813084
         151    0.485404    0.500866 0.000814208
         152    0.491877    0.500807 0.000810996
         153    0.502713     0.50082 0.000805791
         154      0.4888    0.500742  0.00080433
         155    0.490422    0.500675 0.000801891
         156    0.488451    0.500597 0.000800571
         157     0.49809    0.500581 0.000795631
         158    0.505393    0.500611 0.000791178
         159    0.500731    0.500612 0.000786202
         160    0.503268    0.500629 0.000781463
         161    0.516399    0.500727 0.000782725
         162    0.508045    0.500772 0.000779196
         163    0.489566    0.500703 0.000777442
         164    0.488993    0.500632 0.000775973
         165    0.502165    0.500641 0.000771326
         166    0.487264     0.50056 0.000770878
         167    0.500174    0.500558 0.000766265
         168    0.498948    0.500548 0.000761764
         169    0.515622    0.500638  0.00076246
         170    0.519489    0.500749 0.000765996
         171    0.491871    0.500697 0.000763273
         172     0.49632    0.500671  0.00075926
         173    0.494085    0.500633 0.000755825
         174    0.489613     0.50057  0.00075413
         175    0.499719    0.500565 0.000749836
         176    0.492997    0.500522 0.000746808
         177    0.497939    0.500507 0.000742731
